session_id,user_id,age_group,gender,device,traffic_source,landing_page,session_duration_sec,pages_visited,bounce,conversion
3855,1580,25-34,Female,Desktop,Direct,Product Page,375,4,0,1
3856,1348,25-34,Female,Mobile,Organic Search,Pricing,124,4,1,1
3857,1831,18-24,Male,Desktop,Direct,Product Page,45,8,1,1
3858,1932,45-54,Male,Mobile,Organic Search,Product Page,294,2,0,0
3859,1979,35-44,Female,Mobile,Organic Search,Cart,62,7,1,1
3860,1048,25-34,Male,Mobile,Social Media,Homepage,493,8,0,1
3861,1916,25-34,Female,Mobile,Social Media,Product Page,51,7,0,1
3862,1073,35-44,Male,Mobile,Paid Ads,Product Page,33,7,0,1
3863,1703,45-54,Female,Desktop,Referral,Homepage,122,2,0,1
3864,1260,45-54,Other,Desktop,Social Media,Homepage,9,4,0,1
3865,1355,25-34,Female,Mobile,Social Media,Homepage,6,4,0,1
3866,1581,35-44,Female,Mobile,Organic Search,Pricing,123,3,1,1
3867,1601,25-34,Female,Desktop,Organic Search,Product Page,43,4,0,1
3868,1259,25-34,Female,Desktop,Social Media,Pricing,1,4,0,0
3869,1637,18-24,Other,Desktop,Referral,Product Page,63,6,1,1
3870,1742,18-24,Female,Desktop,Organic Search,Product Page,116,5,0,1
3871,1294,25-34,Female,Mobile,Organic Search,Blog,90,3,0,1
3872,1930,25-34,Male,Mobile,Social Media,Cart,26,5,0,1
3873,1640,18-24,Female,Mobile,Organic Search,Homepage,156,5,0,1
3874,1791,35-44,Male,Mobile,Direct,Product Page,223,6,1,1
3875,1312,18-24,Male,Desktop,Social Media,Blog,202,4,0,1
3876,1611,25-34,Female,Mobile,Social Media,Cart,90,4,0,1
3877,1837,25-34,Female,Tablet,Organic Search,Cart,26,7,0,1
3878,1808,55+,Female,Desktop,Paid Ads,Product Page,124,8,0,1
3879,1181,25-34,Male,Desktop,Organic Search,Homepage,398,7,0,1
3880,1685,18-24,Male,Tablet,Referral,Homepage,113,7,0,1
3881,1827,25-34,Female,Mobile,Social Media,Cart,39,6,0,1
3882,1363,45-54,Male,Desktop,Referral,Product Page,17,2,0,1
3883,1187,55+,Female,Mobile,Direct,Homepage,518,8,0,1
3884,1568,25-34,Male,Mobile,Organic Search,Cart,244,4,0,1
3885,1542,25-34,Male,Desktop,Referral,Homepage,67,1,0,0
3886,1595,45-54,Other,Mobile,Direct,Blog,63,6,1,1
3887,1663,18-24,Male,Tablet,Organic Search,Product Page,406,2,0,1
3888,1984,35-44,Male,Desktop,Organic Search,Homepage,35,7,0,1
3889,1547,25-34,Male,Desktop,Direct,Product Page,137,5,0,1
3890,1724,18-24,Other,Mobile,Direct,Homepage,225,3,0,1
3891,1925,25-34,Female,Desktop,Direct,Product Page,90,2,1,1
3892,1407,25-34,Male,Mobile,Direct,Product Page,7,7,0,1
3893,1875,35-44,Male,Desktop,Direct,Homepage,46,6,0,1
3894,1617,45-54,Female,Mobile,Direct,Cart,417,6,0,1
3895,1413,25-34,Male,Desktop,Social Media,Product Page,133,6,0,0
3896,1341,45-54,Female,Mobile,Organic Search,Homepage,304,3,0,1
3897,1219,18-24,Male,Mobile,Paid Ads,Homepage,146,2,1,1
3898,1902,25-34,Male,Mobile,Organic Search,Homepage,517,5,0,1
3899,1162,18-24,Female,Mobile,Social Media,Cart,431,2,0,1
3900,1950,45-54,Male,Desktop,Direct,Homepage,118,10,1,1
3901,1219,35-44,Female,Mobile,Social Media,Product Page,68,5,1,1
3902,1269,35-44,Male,Mobile,Organic Search,Pricing,165,3,0,1
3903,1631,45-54,Male,Mobile,Organic Search,Product Page,202,6,0,1
3904,1905,35-44,Other,Mobile,Direct,Product Page,124,4,1,1
3905,1847,55+,Male,Mobile,Paid Ads,Pricing,310,4,1,0
3906,1399,35-44,Female,Desktop,Social Media,Blog,36,8,0,1
3907,1181,45-54,Male,Mobile,Social Media,Homepage,73,7,0,0
3908,1990,25-34,Female,Mobile,Organic Search,Product Page,208,10,1,1
3909,1617,18-24,Female,Mobile,Organic Search,Cart,50,8,0,1
3910,1728,25-34,Male,Mobile,Organic Search,Product Page,104,6,1,1
3911,1204,18-24,Female,Mobile,Organic Search,Blog,597,2,0,1
3912,1581,25-34,Female,Mobile,Social Media,Cart,176,8,1,0
3913,1555,25-34,Male,Desktop,Organic Search,Blog,535,5,0,1
3914,1840,35-44,Female,Mobile,Organic Search,Homepage,230,4,0,1
3915,1812,18-24,Female,Mobile,Direct,Homepage,232,3,0,0
3916,1227,18-24,Male,Mobile,Referral,Product Page,161,5,0,1
3917,1695,25-34,Male,Desktop,Paid Ads,Homepage,27,3,1,1
3918,1618,55+,Male,Tablet,Direct,Cart,132,8,1,1
3919,1595,25-34,Male,Mobile,Organic Search,Product Page,52,5,0,1
3920,1849,25-34,Female,Tablet,Direct,Product Page,1192,6,0,1
3921,1249,35-44,Female,Mobile,Organic Search,Blog,55,3,0,1
3922,1874,35-44,Other,Mobile,Direct,Product Page,47,3,0,0
3923,1440,25-34,Male,Mobile,Direct,Product Page,176,1,0,1
3924,1532,25-34,Male,Mobile,Direct,Homepage,128,4,0,1
3925,1195,18-24,Female,Mobile,Paid Ads,Product Page,3,5,0,1
3926,1689,55+,Female,Mobile,Direct,Pricing,24,6,1,1
3927,1928,18-24,Female,Mobile,Direct,Blog,299,3,0,1
3928,1986,25-34,Male,Mobile,Organic Search,Product Page,118,5,0,1
3929,1518,18-24,Male,Mobile,Paid Ads,Homepage,28,3,1,1
3930,1069,18-24,Male,Mobile,Organic Search,Pricing,112,8,0,1
3931,1638,35-44,Other,Desktop,Paid Ads,Cart,52,5,0,1
3932,1398,18-24,Male,Mobile,Organic Search,Product Page,45,4,0,1
3933,1977,18-24,Female,Desktop,Organic Search,Blog,569,5,0,1
3934,1671,25-34,Female,Desktop,Referral,Product Page,80,9,0,1
3935,1759,18-24,Male,Mobile,Organic Search,Product Page,8,4,0,0
3936,1202,18-24,Female,Mobile,Referral,Pricing,633,4,0,1
3937,1147,45-54,Female,Mobile,Organic Search,Homepage,285,4,0,1
3938,1471,35-44,Female,Mobile,Referral,Product Page,52,8,1,1
3939,1654,45-54,Male,Mobile,Direct,Homepage,94,7,0,1
3940,1943,45-54,Male,Mobile,Direct,Product Page,356,5,0,1
3941,1198,35-44,Male,Mobile,Social Media,Product Page,79,4,0,1
3942,1916,18-24,Male,Desktop,Organic Search,Homepage,150,4,0,1
3943,1425,35-44,Female,Mobile,Referral,Product Page,137,3,1,1
3944,1665,45-54,Female,Desktop,Organic Search,Homepage,92,4,0,1
3945,1491,35-44,Male,Mobile,Social Media,Blog,183,3,1,1
3946,1887,25-34,Female,Desktop,Direct,Homepage,115,6,0,1
3947,1895,18-24,Female,Mobile,Social Media,Blog,3,5,0,1
3948,1141,45-54,Male,Mobile,Organic Search,Product Page,303,9,0,1
3949,1312,35-44,Male,Tablet,Organic Search,Cart,21,7,0,1
3950,1164,55+,Female,Desktop,Organic Search,Cart,112,6,1,1
3951,1313,18-24,Female,Mobile,Referral,Homepage,156,4,1,1
3952,1020,18-24,Female,Mobile,Organic Search,Homepage,220,5,0,1
3953,1081,18-24,Male,Desktop,Paid Ads,Blog,95,5,0,1
3954,1580,35-44,Male,Desktop,Organic Search,Product Page,239,3,0,1
3955,1130,18-24,Male,Mobile,Organic Search,Homepage,25,6,1,1
3956,1598,18-24,Female,Mobile,Social Media,Homepage,190,4,1,1
3957,1729,55+,Female,Desktop,Organic Search,Product Page,315,6,0,0
3958,1932,18-24,Male,Mobile,Direct,Cart,396,8,1,1
3959,1983,45-54,Female,Desktop,Referral,Cart,155,3,0,1
3960,1304,25-34,Female,Mobile,Organic Search,Homepage,67,7,0,1
3961,1914,45-54,Female,Tablet,Direct,Product Page,32,8,1,1
3962,1370,25-34,Other,Desktop,Social Media,Homepage,76,2,0,1
3963,1856,45-54,Male,Desktop,Organic Search,Product Page,139,6,0,1
3964,1852,45-54,Other,Mobile,Organic Search,Blog,39,9,0,0
3965,1383,18-24,Male,Mobile,Paid Ads,Blog,548,7,0,1
3966,1907,18-24,Male,Mobile,Organic Search,Product Page,409,7,0,1
3967,1444,25-34,Female,Desktop,Referral,Homepage,6,4,0,1
3968,1424,35-44,Other,Desktop,Social Media,Product Page,148,3,0,1
3969,1160,45-54,Female,Mobile,Organic Search,Cart,280,6,0,1
3970,1177,25-34,Female,Desktop,Social Media,Homepage,50,5,0,1
3971,1628,35-44,Female,Desktop,Referral,Product Page,133,5,1,1
3972,1707,18-24,Female,Mobile,Direct,Blog,93,10,0,1
3973,1894,45-54,Male,Mobile,Social Media,Blog,39,6,0,0
3974,1489,55+,Female,Desktop,Referral,Cart,171,5,1,1
3975,1326,25-34,Female,Mobile,Organic Search,Product Page,911,6,0,1
3976,1597,25-34,Female,Desktop,Paid Ads,Product Page,81,4,1,1
3977,1288,18-24,Male,Mobile,Referral,Product Page,144,4,0,1
3978,1592,25-34,Female,Tablet,Direct,Cart,71,6,1,1
3979,1663,25-34,Other,Mobile,Referral,Blog,377,3,0,1
3980,1572,18-24,Female,Mobile,Social Media,Pricing,359,7,1,1
3981,1572,25-34,Other,Mobile,Direct,Homepage,35,5,0,1
3982,1353,25-34,Male,Mobile,Social Media,Blog,414,5,0,1
3983,1027,25-34,Female,Mobile,Social Media,Product Page,29,4,0,1
3984,1953,25-34,Female,Mobile,Social Media,Homepage,18,6,1,1
3985,1042,18-24,Female,Tablet,Organic Search,Homepage,190,4,0,1
3986,1680,35-44,Female,Tablet,Social Media,Blog,87,4,0,1
3987,1422,35-44,Female,Mobile,Organic Search,Product Page,136,4,0,1
3988,1597,25-34,Female,Desktop,Organic Search,Pricing,190,3,0,1
3989,1176,18-24,Female,Mobile,Organic Search,Blog,9,9,0,1
3990,1528,35-44,Male,Desktop,Referral,Homepage,62,4,0,1
3991,1609,55+,Female,Desktop,Social Media,Blog,111,7,1,1
3992,1965,18-24,Male,Mobile,Direct,Homepage,55,4,0,1
3993,1493,25-34,Male,Desktop,Organic Search,Product Page,9,4,0,1
3994,1197,18-24,Female,Desktop,Social Media,Product Page,16,2,0,1
3995,1609,25-34,Male,Mobile,Organic Search,Pricing,291,5,0,1
3996,1576,18-24,Female,Tablet,Organic Search,Product Page,436,7,0,1
3997,1841,25-34,Male,Tablet,Direct,Pricing,29,3,0,1
3998,1852,35-44,Male,Mobile,Direct,Blog,51,6,0,1
3999,1516,25-34,Female,Desktop,Organic Search,Product Page,190,7,1,1
4000,1513,25-34,Male,Tablet,Social Media,Product Page,555,7,0,1
4001,1021,25-34,Female,Mobile,Referral,Blog,64,4,1,1
4002,1111,25-34,Male,Mobile,Organic Search,Homepage,347,5,1,1
4003,1056,18-24,Male,Mobile,Organic Search,Pricing,126,1,0,1
4004,1065,18-24,Male,Desktop,Direct,Blog,564,4,1,1
4005,1841,45-54,Male,Desktop,Organic Search,Homepage,26,2,1,1
4006,1097,18-24,Female,Mobile,Paid Ads,Cart,654,2,0,1
4007,1143,35-44,Male,Tablet,Direct,Homepage,104,5,0,0
4008,1879,45-54,Female,Desktop,Social Media,Cart,550,5,1,1
4009,1434,25-34,Other,Desktop,Social Media,Product Page,110,3,0,0
4010,1636,25-34,Female,Mobile,Social Media,Blog,135,3,1,1
4011,1678,25-34,Female,Mobile,Organic Search,Product Page,294,9,0,1
4012,1085,45-54,Male,Desktop,Paid Ads,Blog,230,8,0,0
4013,1587,45-54,Male,Mobile,Direct,Homepage,173,4,0,1
4014,1343,35-44,Female,Desktop,Organic Search,Homepage,97,3,0,1
4015,1935,18-24,Female,Desktop,Social Media,Homepage,283,2,1,1
4016,1293,35-44,Female,Mobile,Organic Search,Pricing,532,3,0,1
4017,1955,25-34,Female,Desktop,Organic Search,Homepage,1,7,0,0
4018,1570,25-34,Male,Mobile,Direct,Blog,159,6,0,1
4019,1649,18-24,Male,Mobile,Direct,Pricing,361,9,0,1
4020,1610,18-24,Female,Mobile,Social Media,Cart,190,5,1,1
4021,1703,35-44,Female,Mobile,Organic Search,Homepage,290,2,0,1
4022,1242,25-34,Female,Mobile,Direct,Pricing,405,3,1,1
4023,1830,25-34,Female,Desktop,Organic Search,Homepage,250,5,0,1
4024,1560,25-34,Male,Desktop,Direct,Blog,227,3,0,1
4025,1959,45-54,Male,Mobile,Social Media,Blog,602,4,1,1
4026,1031,35-44,Female,Desktop,Direct,Homepage,358,4,0,1
4027,1390,25-34,Female,Mobile,Referral,Homepage,304,9,0,1
4028,1276,18-24,Female,Mobile,Referral,Product Page,16,1,0,1
4029,1531,25-34,Male,Desktop,Paid Ads,Product Page,49,12,0,1
4030,1153,45-54,Male,Desktop,Paid Ads,Cart,146,2,0,1
4031,1382,25-34,Female,Desktop,Direct,Product Page,222,4,0,1
4032,1067,25-34,Male,Mobile,Paid Ads,Cart,65,7,1,1
4033,1877,25-34,Female,Desktop,Referral,Product Page,17,8,1,1
4034,1883,25-34,Other,Desktop,Direct,Cart,67,3,0,1
4035,1213,45-54,Female,Tablet,Organic Search,Blog,265,2,0,1
4036,1654,25-34,Male,Mobile,Organic Search,Pricing,377,6,1,1
4037,1375,18-24,Female,Mobile,Referral,Homepage,439,6,0,1
4038,1743,18-24,Male,Desktop,Social Media,Product Page,85,9,0,1
4039,1212,25-34,Male,Tablet,Referral,Homepage,83,3,0,0
4040,1078,45-54,Male,Mobile,Organic Search,Homepage,93,6,0,1
4041,1725,25-34,Male,Mobile,Social Media,Product Page,84,6,0,1
4042,1627,45-54,Other,Mobile,Direct,Blog,197,6,0,1
4043,1603,35-44,Male,Mobile,Paid Ads,Homepage,79,5,0,1
4044,1781,18-24,Male,Mobile,Organic Search,Product Page,3,3,1,1
4045,1922,18-24,Other,Mobile,Referral,Product Page,104,7,0,1
4046,1380,18-24,Male,Mobile,Direct,Homepage,45,4,1,1
4047,1679,35-44,Female,Mobile,Organic Search,Product Page,5,5,0,1
4048,1057,18-24,Male,Mobile,Social Media,Blog,114,2,1,1
4049,1795,25-34,Male,Mobile,Organic Search,Homepage,41,3,1,0
4050,1025,25-34,Other,Mobile,Organic Search,Blog,108,7,0,1
4051,1880,35-44,Male,Tablet,Social Media,Product Page,58,2,0,1
4052,1446,18-24,Female,Mobile,Organic Search,Pricing,166,3,0,1
4053,1065,25-34,Male,Desktop,Organic Search,Homepage,845,1,1,1
4054,1920,25-34,Male,Mobile,Referral,Pricing,142,6,1,1
4055,1759,25-34,Male,Tablet,Social Media,Homepage,187,7,0,1
4056,1253,45-54,Male,Mobile,Direct,Product Page,453,4,0,1
4057,1898,18-24,Male,Mobile,Organic Search,Homepage,84,4,0,1
4058,1967,45-54,Female,Mobile,Referral,Pricing,32,6,0,1
4059,1043,35-44,Female,Desktop,Referral,Blog,59,6,0,1
4060,1096,25-34,Male,Mobile,Social Media,Homepage,92,7,0,1
4061,1553,35-44,Male,Mobile,Paid Ads,Homepage,186,5,0,1
4062,1226,25-34,Other,Mobile,Referral,Homepage,0,6,1,1
4063,1773,18-24,Other,Desktop,Direct,Homepage,345,3,0,1
4064,1678,35-44,Female,Mobile,Direct,Product Page,14,6,0,1
4065,1435,25-34,Female,Mobile,Organic Search,Blog,415,4,0,0
4066,1790,35-44,Male,Mobile,Organic Search,Cart,537,2,1,0
4067,1600,25-34,Male,Mobile,Organic Search,Cart,830,8,1,1
4068,1378,45-54,Female,Desktop,Organic Search,Blog,298,6,0,1
4069,1177,25-34,Female,Mobile,Organic Search,Homepage,27,4,1,0
4070,1426,18-24,Female,Mobile,Referral,Product Page,220,4,1,1
4071,1914,25-34,Male,Desktop,Organic Search,Product Page,40,5,1,1
4072,1708,35-44,Other,Desktop,Paid Ads,Product Page,409,6,1,1
4073,1306,35-44,Female,Mobile,Social Media,Product Page,68,7,0,1
4074,1778,25-34,Male,Desktop,Organic Search,Cart,71,6,0,1
4075,1503,45-54,Female,Mobile,Social Media,Pricing,449,3,1,1
4076,1267,25-34,Male,Mobile,Organic Search,Homepage,2,4,1,1
4077,1585,25-34,Male,Tablet,Paid Ads,Homepage,38,5,0,1
4078,1007,45-54,Male,Tablet,Referral,Pricing,98,4,0,1
4079,1919,45-54,Male,Mobile,Organic Search,Pricing,217,6,0,1
4080,1507,35-44,Male,Mobile,Paid Ads,Homepage,187,5,0,1
4081,1475,45-54,Female,Mobile,Direct,Blog,199,3,0,1
4082,1296,18-24,Male,Mobile,Organic Search,Blog,381,2,0,1
4083,1163,45-54,Female,Mobile,Direct,Product Page,23,5,1,1
4084,1484,25-34,Male,Mobile,Direct,Homepage,132,3,1,1
4085,1596,18-24,Male,Tablet,Organic Search,Pricing,232,5,1,1
4086,1071,18-24,Female,Desktop,Direct,Blog,181,5,0,1
4087,1566,25-34,Female,Mobile,Organic Search,Homepage,107,7,1,1
4088,1904,25-34,Other,Mobile,Social Media,Blog,3,4,0,0
4089,1558,25-34,Other,Mobile,Organic Search,Blog,11,8,0,1
4090,1910,18-24,Male,Mobile,Paid Ads,Pricing,22,6,1,1
4091,1943,25-34,Male,Mobile,Direct,Homepage,75,3,0,1
4092,1237,25-34,Female,Desktop,Organic Search,Cart,22,3,0,1
4093,1103,25-34,Other,Mobile,Organic Search,Homepage,99,2,1,1
4094,1209,25-34,Female,Desktop,Organic Search,Product Page,35,5,1,1
4095,1553,35-44,Female,Desktop,Direct,Blog,271,6,1,0
4096,1827,45-54,Female,Mobile,Organic Search,Product Page,369,8,0,1
4097,1467,35-44,Male,Mobile,Referral,Product Page,88,1,0,0
4098,1453,25-34,Female,Desktop,Paid Ads,Pricing,128,1,0,0
4099,1267,35-44,Female,Tablet,Direct,Product Page,552,3,0,1
4100,1385,18-24,Female,Desktop,Organic Search,Product Page,138,4,1,1
4101,1774,18-24,Male,Mobile,Social Media,Homepage,956,2,1,0
4102,1847,25-34,Male,Mobile,Social Media,Homepage,27,8,1,1
4103,1386,45-54,Male,Mobile,Direct,Homepage,356,6,0,1
4104,1876,18-24,Male,Tablet,Direct,Cart,123,7,1,1
4105,1258,18-24,Other,Desktop,Social Media,Blog,4,6,1,1
4106,1282,18-24,Male,Desktop,Social Media,Cart,645,6,0,1
4107,1625,45-54,Male,Mobile,Referral,Homepage,603,5,0,1
4108,1874,35-44,Male,Desktop,Organic Search,Blog,86,7,1,1
4109,1039,25-34,Female,Mobile,Social Media,Homepage,554,6,0,1
4110,1485,25-34,Female,Mobile,Direct,Blog,27,3,1,0
4111,1928,25-34,Male,Mobile,Organic Search,Product Page,205,6,0,1
4112,1219,35-44,Male,Tablet,Direct,Homepage,38,5,0,1
4113,1128,18-24,Male,Desktop,Referral,Product Page,50,7,1,0
4114,1519,45-54,Female,Mobile,Direct,Homepage,272,4,1,1
4115,1612,25-34,Male,Desktop,Organic Search,Blog,85,5,1,1
4116,1927,35-44,Other,Mobile,Organic Search,Blog,1,11,1,1
4117,1891,18-24,Female,Mobile,Organic Search,Blog,96,4,1,1
4118,1687,25-34,Male,Mobile,Organic Search,Cart,46,6,1,1
4119,1618,25-34,Female,Mobile,Paid Ads,Product Page,206,8,0,1
4120,1612,25-34,Male,Mobile,Direct,Product Page,38,4,1,1
4121,1259,18-24,Female,Mobile,Organic Search,Pricing,332,4,0,1
4122,1989,35-44,Male,Desktop,Paid Ads,Product Page,55,6,0,0
4123,1965,18-24,Female,Mobile,Direct,Homepage,89,7,1,1
4124,1365,35-44,Female,Desktop,Organic Search,Pricing,63,1,1,1
4125,1757,45-54,Other,Mobile,Social Media,Homepage,185,8,1,1
4126,1786,25-34,Male,Desktop,Organic Search,Homepage,19,1,0,0
4127,1543,35-44,Male,Desktop,Paid Ads,Homepage,117,8,0,1
4128,1648,35-44,Female,Desktop,Social Media,Homepage,73,10,0,1
4129,1523,25-34,Other,Mobile,Referral,Homepage,387,5,0,1
4130,1906,45-54,Other,Desktop,Organic Search,Homepage,13,5,0,1
4131,1813,25-34,Male,Mobile,Referral,Product Page,318,7,1,1
4132,1886,25-34,Male,Desktop,Organic Search,Homepage,33,6,0,1
4133,1015,35-44,Female,Mobile,Paid Ads,Homepage,16,4,0,1
4134,1128,25-34,Male,Mobile,Paid Ads,Blog,40,5,1,1
4135,1574,25-34,Male,Mobile,Social Media,Homepage,19,7,1,0
4136,1108,25-34,Male,Desktop,Direct,Homepage,132,3,0,1
4137,1886,45-54,Female,Mobile,Direct,Product Page,799,3,0,1
4138,1532,45-54,Other,Tablet,Paid Ads,Product Page,6,7,0,1
4139,1669,25-34,Other,Tablet,Organic Search,Product Page,111,4,1,0
4140,1268,35-44,Male,Desktop,Social Media,Product Page,87,5,0,1
4141,1161,45-54,Female,Mobile,Referral,Blog,74,3,0,1
4142,1259,18-24,Female,Desktop,Direct,Product Page,72,3,0,1
4143,1923,18-24,Male,Mobile,Social Media,Cart,405,5,0,0
4144,1101,35-44,Female,Mobile,Referral,Product Page,3,4,0,0
4145,1505,45-54,Male,Tablet,Organic Search,Product Page,268,6,1,1
4146,1734,45-54,Male,Tablet,Direct,Homepage,52,5,1,1
4147,1570,25-34,Male,Tablet,Organic Search,Blog,87,6,1,1
4148,1246,18-24,Male,Mobile,Organic Search,Homepage,98,3,1,1
4149,1639,25-34,Female,Mobile,Social Media,Product Page,65,7,1,1
4150,1794,18-24,Male,Mobile,Social Media,Product Page,17,5,0,1
4151,1836,25-34,Male,Mobile,Social Media,Blog,21,4,0,1
4152,1536,35-44,Male,Mobile,Social Media,Cart,63,4,1,1
4153,1130,18-24,Female,Mobile,Organic Search,Cart,310,4,0,0
4154,1352,45-54,Female,Desktop,Organic Search,Homepage,26,5,0,0
4155,1195,25-34,Female,Desktop,Direct,Homepage,244,7,0,1
4156,1792,25-34,Female,Desktop,Social Media,Pricing,61,7,1,1
4157,1915,18-24,Male,Desktop,Social Media,Product Page,386,2,0,1
4158,1929,25-34,Male,Mobile,Direct,Product Page,100,6,0,1
4159,1665,18-24,Female,Mobile,Paid Ads,Blog,33,4,1,1
4160,1381,55+,Male,Desktop,Direct,Product Page,766,3,0,0
4161,1644,45-54,Male,Mobile,Organic Search,Cart,34,5,0,1
4162,1226,25-34,Female,Mobile,Referral,Product Page,150,5,1,1
4163,1700,18-24,Male,Mobile,Paid Ads,Product Page,151,4,0,1
4164,1475,45-54,Male,Mobile,Social Media,Product Page,83,7,1,1
4165,1476,25-34,Female,Desktop,Paid Ads,Pricing,544,4,0,1
4166,1264,18-24,Male,Desktop,Social Media,Product Page,334,4,0,1
4167,1371,25-34,Female,Tablet,Social Media,Product Page,318,4,1,1
4168,1485,45-54,Female,Mobile,Organic Search,Cart,657,4,0,1
4169,1433,18-24,Female,Mobile,Direct,Product Page,109,6,0,1
4170,1645,18-24,Female,Desktop,Organic Search,Product Page,18,2,1,1
4171,1210,45-54,Male,Mobile,Organic Search,Blog,261,3,0,1
4172,1571,18-24,Male,Mobile,Organic Search,Blog,86,6,0,1
4173,1939,18-24,Male,Tablet,Organic Search,Homepage,38,3,1,1
4174,1376,25-34,Male,Desktop,Social Media,Product Page,118,4,0,1
4175,1394,45-54,Other,Tablet,Social Media,Blog,467,10,0,1
4176,1449,25-34,Female,Mobile,Organic Search,Product Page,33,3,0,1
4177,1942,55+,Male,Mobile,Paid Ads,Blog,339,6,0,1
4178,1363,35-44,Male,Desktop,Organic Search,Product Page,97,4,0,1
4179,1875,18-24,Male,Mobile,Social Media,Cart,26,4,0,1
4180,1456,55+,Male,Desktop,Organic Search,Homepage,339,9,0,1
4181,1724,25-34,Male,Mobile,Organic Search,Homepage,628,3,0,1
4182,1727,25-34,Female,Desktop,Organic Search,Product Page,61,3,0,1
4183,1225,25-34,Female,Desktop,Social Media,Product Page,65,10,0,1
4184,1981,25-34,Female,Mobile,Direct,Product Page,89,4,1,1
4185,1130,18-24,Male,Mobile,Organic Search,Homepage,302,2,0,1
4186,1587,18-24,Male,Desktop,Social Media,Blog,1,6,1,1
4187,1475,25-34,Female,Desktop,Organic Search,Product Page,45,3,0,1
4188,1797,45-54,Female,Mobile,Referral,Product Page,220,6,1,1
4189,1985,25-34,Female,Desktop,Direct,Blog,93,6,1,1
4190,1276,55+,Other,Mobile,Organic Search,Blog,72,8,1,1
4191,1155,25-34,Female,Mobile,Social Media,Product Page,370,4,0,1
4192,1759,25-34,Female,Mobile,Paid Ads,Product Page,448,4,1,0
4193,1217,18-24,Male,Tablet,Social Media,Product Page,532,9,1,1
4194,1189,18-24,Female,Mobile,Social Media,Pricing,57,3,0,1
4195,1416,25-34,Male,Mobile,Social Media,Pricing,438,5,0,1
4196,1980,35-44,Male,Desktop,Social Media,Product Page,240,8,0,0
4197,1674,45-54,Female,Mobile,Paid Ads,Homepage,30,5,0,0
4198,1691,55+,Male,Mobile,Paid Ads,Homepage,169,1,0,1
4199,1545,18-24,Male,Mobile,Direct,Product Page,4,3,0,1
4200,1040,45-54,Male,Desktop,Social Media,Product Page,221,8,0,1
4201,1306,25-34,Male,Mobile,Social Media,Blog,238,3,0,1
4202,1942,18-24,Male,Desktop,Social Media,Product Page,280,5,1,1
4203,1337,45-54,Male,Desktop,Paid Ads,Blog,34,4,0,0
4204,1313,35-44,Male,Desktop,Direct,Cart,178,8,0,0
4205,1074,18-24,Male,Desktop,Social Media,Blog,35,3,0,1
4206,1952,25-34,Other,Mobile,Organic Search,Homepage,527,5,0,1
4207,1278,25-34,Male,Mobile,Social Media,Product Page,202,4,0,0
4208,1175,35-44,Male,Desktop,Paid Ads,Product Page,18,4,0,1
4209,1895,25-34,Female,Tablet,Social Media,Pricing,37,3,0,0
4210,1661,55+,Female,Mobile,Organic Search,Product Page,196,6,1,1
4211,1272,18-24,Female,Mobile,Organic Search,Product Page,116,6,0,1
4212,1836,25-34,Male,Mobile,Social Media,Product Page,239,5,0,1
4213,1619,25-34,Female,Mobile,Paid Ads,Product Page,59,3,0,1
4214,1650,25-34,Female,Mobile,Paid Ads,Blog,193,2,1,1
4215,1861,25-34,Female,Mobile,Paid Ads,Homepage,35,2,1,1
4216,1782,35-44,Female,Mobile,Direct,Product Page,141,3,0,1
4217,1858,45-54,Female,Mobile,Social Media,Homepage,569,5,0,1
4218,1930,45-54,Female,Mobile,Social Media,Product Page,178,6,0,1
4219,1288,45-54,Female,Desktop,Social Media,Blog,9,4,1,1
4220,1723,45-54,Male,Desktop,Direct,Homepage,807,3,0,1
4221,1892,25-34,Female,Tablet,Social Media,Product Page,30,6,1,1
4222,1271,45-54,Female,Mobile,Direct,Blog,227,4,1,1
4223,1929,25-34,Male,Mobile,Organic Search,Blog,136,5,1,1
4224,1065,25-34,Other,Tablet,Organic Search,Homepage,62,5,1,1
4225,1482,25-34,Male,Desktop,Referral,Product Page,35,8,0,1
4226,1935,25-34,Female,Mobile,Paid Ads,Homepage,35,6,0,1
4227,1247,25-34,Female,Mobile,Social Media,Homepage,351,4,0,1
4228,1155,55+,Male,Mobile,Organic Search,Product Page,371,3,0,1
4229,1046,25-34,Female,Mobile,Paid Ads,Homepage,112,6,0,1
4230,1934,18-24,Male,Mobile,Direct,Cart,19,4,0,1
4231,1453,25-34,Male,Tablet,Social Media,Homepage,388,3,0,1
4232,1200,18-24,Male,Mobile,Social Media,Blog,120,7,1,1
4233,1659,18-24,Male,Desktop,Social Media,Pricing,103,2,0,1
4234,1123,18-24,Male,Desktop,Social Media,Cart,94,3,0,1
4235,1000,25-34,Other,Desktop,Referral,Product Page,81,8,0,1
4236,1967,25-34,Other,Desktop,Organic Search,Pricing,134,4,1,1
4237,1758,35-44,Male,Tablet,Organic Search,Cart,166,3,1,1
4238,1854,35-44,Female,Mobile,Organic Search,Homepage,113,6,0,1
4239,1639,25-34,Male,Tablet,Organic Search,Product Page,408,5,0,1
4240,1190,25-34,Male,Desktop,Organic Search,Homepage,68,5,0,1
4241,1578,25-34,Male,Mobile,Organic Search,Product Page,155,7,1,1
4242,1515,35-44,Other,Desktop,Organic Search,Product Page,64,4,0,1
